&FCI NORB= 8,NELEC= 2,MS2= 0,
ORBSYM=1,1,1,1,1,1,1,1,
ISYM=1
&END
20.0959309435	1	1	1	1
-0.2915363395	1	1	1	2
0.0263705931	1	1	1	3
0.6614377496	1	1	1	4
-0.2915363395	1	1	2	1
4.6738027284	1	1	2	2
0.3672640639	1	1	2	3
-1.0073120121	1	1	2	4
0.0263705931	1	1	3	1
0.3672640639	1	1	3	2
15.6505019455	1	1	3	3
1.0719136033	1	1	3	4
0.6614377496	1	1	4	1
-1.0073120121	1	1	4	2
1.0719136033	1	1	4	3
5.2171845401	1	1	4	4
-0.2913651736	1	2	1	1
0.0180898587	1	2	1	2
0.1249518547	1	2	1	3
-0.0210974528	1	2	1	4
0.0180898587	1	2	2	1
0.1863155833	1	2	2	2
0.0086668602	1	2	2	3
-0.0922750004	1	2	2	4
0.1249518547	1	2	3	1
0.0086668602	1	2	3	2
-0.1115989998	1	2	3	3
-0.0638850485	1	2	3	4
-0.0210974528	1	2	4	1
-0.0922750004	1	2	4	2
-0.0638850485	1	2	4	3
0.2003497532	1	2	4	4
0.0325261582	1	3	1	1
0.1248502456	1	3	1	2
4.4673752596	1	3	1	3
0.4622347276	1	3	1	4
0.1248502456	1	3	2	1
1.0330789518	1	3	2	2
0.0637495508	1	3	2	3
-0.4782338592	1	3	2	4
4.4673752596	1	3	3	1
0.0637495508	1	3	3	2
0.0001952064	1	3	3	3
-0.3763691454	1	3	3	4
0.4622347276	1	3	4	1
-0.4782338592	1	3	4	2
-0.3763691454	1	3	4	3
1.2471270748	1	3	4	4
0.6620996379	1	4	1	1
-0.0211153874	1	4	1	2
0.4619857184	1	4	1	3
0.1291901715	1	4	1	4
-0.0211153874	1	4	2	1
-0.1777109814	1	4	2	2
-0.0160175529	1	4	2	3
0.1102153260	1	4	2	4
0.4619857184	1	4	3	1
-0.0160175529	1	4	3	2
0.1945957130	1	4	3	3
0.0808279139	1	4	3	4
0.1291901715	1	4	4	1
0.1102153260	1	4	4	2
0.0808279139	1	4	4	3
-0.1977279001	1	4	4	4
-0.2913651736	2	1	1	1
0.0180898587	2	1	1	2
0.1249518547	2	1	1	3
-0.0210974528	2	1	1	4
0.0180898587	2	1	2	1
0.1863155833	2	1	2	2
0.0086668602	2	1	2	3
-0.0922750004	2	1	2	4
0.1249518547	2	1	3	1
0.0086668602	2	1	3	2
-0.1115989998	2	1	3	3
-0.0638850485	2	1	3	4
-0.0210974528	2	1	4	1
-0.0922750004	2	1	4	2
-0.0638850485	2	1	4	3
0.2003497532	2	1	4	4
4.6737972283	2	2	1	1
0.1861445414	2	2	1	2
1.0307334347	2	2	1	3
-0.1777351266	2	2	1	4
0.1861445414	2	2	2	1
20.1024808291	2	2	2	2
-0.6790469031	2	2	2	3
-0.1367974872	2	2	2	4
1.0307334347	2	2	3	1
-0.6790469031	2	2	3	2
5.1828423807	2	2	3	3
-0.9048270403	2	2	3	4
-0.1777351266	2	2	4	1
-0.1367974872	2	2	4	2
-0.9048270403	2	2	4	3
15.6793641874	2	2	4	4
0.3674854061	2	3	1	1
0.0086712586	2	3	1	2
0.0637297416	2	3	1	3
-0.0160290029	2	3	1	4
0.0086712586	2	3	2	1
-0.6786267463	2	3	2	2
0.1020806731	2	3	2	3
-0.3473995979	2	3	2	4
0.0637297416	2	3	3	1
0.1020806731	2	3	3	2
0.4594460702	2	3	3	3
-0.0147038988	2	3	3	4
-0.0160290029	2	3	4	1
-0.3473995979	2	3	4	2
-0.0147038988	2	3	4	3
-0.2631803476	2	3	4	4
-1.0096400693	2	4	1	1
-0.0922910952	2	4	1	2
-0.4782298532	2	4	1	3
0.1102350815	2	4	1	4
-0.0922910952	2	4	2	1
-0.1429702190	2	4	2	2
-0.3471508646	2	4	2	3
4.4837008836	2	4	2	4
-0.4782298532	2	4	3	1
-0.3471508646	2	4	3	2
-1.2850879893	2	4	3	3
0.1174736654	2	4	3	4
0.1102350815	2	4	4	1
4.4837008836	2	4	4	2
0.1174736654	2	4	4	3
0.0595836370	2	4	4	4
0.0325261582	3	1	1	1
0.1248502456	3	1	1	2
4.4673752596	3	1	1	3
0.4622347276	3	1	1	4
0.1248502456	3	1	2	1
1.0330789518	3	1	2	2
0.0637495508	3	1	2	3
-0.4782338592	3	1	2	4
4.4673752596	3	1	3	1
0.0637495508	3	1	3	2
0.0001952064	3	1	3	3
-0.3763691454	3	1	3	4
0.4622347276	3	1	4	1
-0.4782338592	3	1	4	2
-0.3763691454	3	1	4	3
1.2471270748	3	1	4	4
0.3674854061	3	2	1	1
0.0086712586	3	2	1	2
0.0637297416	3	2	1	3
-0.0160290029	3	2	1	4
0.0086712586	3	2	2	1
-0.6786267463	3	2	2	2
0.1020806731	3	2	2	3
-0.3473995979	3	2	2	4
0.0637297416	3	2	3	1
0.1020806731	3	2	3	2
0.4594460702	3	2	3	3
-0.0147038988	3	2	3	4
-0.0160290029	3	2	4	1
-0.3473995979	3	2	4	2
-0.0147038988	3	2	4	3
-0.2631803476	3	2	4	4
15.6481192947	3	3	1	1
-0.1116925335	3	3	1	2
-0.0034699396	3	3	1	3
0.1941878902	3	3	1	4
-0.1116925335	3	3	2	1
5.1827456181	3	3	2	2
0.4591579207	3	3	2	3
-1.2827352781	3	3	2	4
-0.0034699396	3	3	3	1
0.4591579207	3	3	3	2
15.5842450684	3	3	3	3
0.7593435842	3	3	3	4
0.1941878902	3	3	4	1
-1.2827352781	3	3	4	2
0.7593435842	3	3	4	3
5.8301003669	3	3	4	4
1.0710851949	3	4	1	1
-0.0638784078	3	4	1	2
-0.3765442251	3	4	1	3
0.0807832467	3	4	1	4
